,country,year,CH4,CO2,mining,GHG,N20,NO,Renewable,SO2,copdDalys,prev_CH4,prev_CO2,prev_mining,prev_GHG,prev_N20,prev_NO,prev_Renewable,prev_SO2,prev_copdDalys
794,Romania,2009_to_2010,-97.02,-1734.42,0.22,-3857.96000000001,0.77,-22.05,6.44,-91.31,-2622.12357993491,-68.8399999999999,-19510.44,0.34,-21886.8,-2.14,-33.9299999999999,0.780000000000001,-75.86,-755.242661178781
795,Romania,2010_to_2011,-33.51,5228.53,-0.96,4837.01000000001,1.16,5.25,-7.45,-21.84,-8043.63249292431,-97.02,-1734.42,0.22,-3857.96000000001,0.77,-22.05,6.44,-91.31,-2622.12357993491
796,Romania,2011_to_2012,19.8,-3262.56,0.85,-3371.62000000001,-2.37,22.18,-0.870000000000001,-62.25,194.902475429059,-33.51,5228.53,-0.96,4837.01000000001,1.16,5.25,-7.45,-21.84,-8043.63249292431
797,Romania,2012_to_2013,-21.4200000000001,-9379.8,-0.35,-9637.73,0.57,-42.95,9,-60.18,-4433.85177302145,19.8,-3262.56,0.85,-3371.62000000001,-2.37,22.18,-0.870000000000001,-62.25,194.902475429059
798,Romania,2013_to_2014,-5.26999999999998,556.529999999999,-0.3,213.830000000002,-0.940000000000001,-7.93000000000001,6.88,-26.58,5428.75714807099,-21.4200000000001,-9379.8,-0.35,-9637.73,0.57,-42.95,9,-60.18,-4433.85177302145
799,Romania,2014_to_2015,-19.3,293.210000000006,0.14,203.830000000002,0.43,-1.84999999999999,-1.96,-36.84,493.997241782839,-5.26999999999998,556.529999999999,-0.3,213.830000000002,-0.940000000000001,-7.93000000000001,6.88,-26.58,5428.75714807099
800,Romania,2015_to_2016,-21.3,-1912.83,-0.28,-2130.81,0.210000000000001,-14.33,2.09,-53.7,513.810178519663,-19.3,293.210000000006,0.14,203.830000000002,0.43,-1.84999999999999,-1.96,-36.84,493.997241782839
801,Romania,2016_to_2017,-12.21,2264.69,-0.02,2587.62,1.14,-5.81999999999999,-3.89,-15.55,963.399052108725,-21.3,-1912.83,-0.28,-2130.81,0.210000000000001,-14.33,2.09,-53.7,513.810178519663
808,Russian Federation,1998_to_1999,-36.2600000000002,27932.9000000001,0.130000000000001,25819.2100000002,-5.44,2.40999999999985,-0.210000000000001,54.36,59285.4989591388,-482.630000000001,-17000.04,0.209999999999999,-33398.1700000002,-25.57,-43.2699999999995,0.390000000000001,-27.3,-44922.4820842333
809,Russian Federation,1999_to_2000,188.970000000001,-15037.8,0.0600000000000005,-4106.84000000008,6.78999999999999,108.36,-0.219999999999999,45.29,8806.06049641478,-36.2600000000002,27932.9000000001,0.130000000000001,25819.2100000002,-5.44,2.40999999999985,-0.210000000000001,54.36,59285.4989591388
810,Russian Federation,2000_to_2001,265.6,36448.6499999999,-0.4,41317.26,1,127.09,0.889999999999997,11.1400000000001,-43334.8941432354,188.970000000001,-15037.8,0.0600000000000005,-4106.84000000008,6.78999999999999,108.36,-0.219999999999999,45.29,8806.06049641478
811,Russian Federation,2001_to_2002,36.6099999999988,-12017.2999999998,-2.18,-18024.4199999999,2.03,-41.1000000000004,-1.3,18.5699999999999,-16073.5416217111,265.6,36448.6499999999,-0.4,41317.26,1,127.09,0.889999999999997,11.1400000000001,-43334.8941432354
812,Russian Federation,2002_to_2003,489.870000000001,29906.3699999999,-0.04,35072.3899999999,-6.28,91.2800000000007,-1.19,20,-33185.8686282013,36.6099999999988,-12017.2999999998,-2.18,-18024.4199999999,2.03,-41.1000000000004,-1.3,18.5699999999999,-16073.5416217111
813,Russian Federation,2003_to_2004,265.949999999999,5083.67000000016,2.87,15003.1399999999,-2.16,-18.6900000000005,1.87,19.8000000000001,-74308.1834486048,489.870000000001,29906.3699999999,-0.04,35072.3899999999,-6.28,91.2800000000007,-1.19,20,-33185.8686282013
814,Russian Federation,2004_to_2005,118.42,16902.1599999999,1.64,20637.3800000001,-1.44,54.2399999999998,-0.760000000000002,15.8499999999999,-13391.9903455987,265.949999999999,5083.67000000016,2.87,15003.1399999999,-2.16,-18.6900000000005,1.87,19.8000000000001,-74308.1834486048
816,Russian Federation,2006_to_2007,139.109999999999,-1989.55000000005,-0.850000000000001,1614.59000000008,6.03,-77.4200000000001,0.0300000000000011,14.65,-50160.5394091603,259.810000000001,58937.5800000001,-0.229999999999999,62869.49,0.00999999999999091,52.6900000000005,-0.710000000000001,18.0700000000001,-97796.7133443316
817,Russian Federation,2007_to_2008,137.27,32370.5600000001,-0.729999999999999,38923.5899999999,9.07000000000002,76.6599999999999,-1.61,-8.88999999999999,-5827.44112407579,139.109999999999,-1989.55000000005,-0.850000000000001,1614.59000000008,6.03,-77.4200000000001,0.0300000000000011,14.65,-50160.5394091603
821,Russian Federation,2011_to_2012,181.6,14913.05,-0.0600000000000005,28351.7400000002,-8.01999999999998,-187.849999999999,-0.27,31.58,-5825.99791916448,327.48,52068.3399999999,-0.0600000000000005,61766.4199999999,13.82,89.6999999999998,-0.33,34.16,-36067.6503162832
822,Russian Federation,2012_to_2013,-3.25,-60693.3100000001,-0.17,-55445.7700000003,5.40999999999997,-227.030000000001,1.62,-12.0699999999999,687.182404950843,181.6,14913.05,-0.0600000000000005,28351.7400000002,-8.01999999999998,-187.849999999999,-0.27,31.58,-5825.99791916448
823,Russian Federation,2013_to_2014,-39.8500000000004,3176.02000000002,-0.289999999999999,1813.13000000012,3.46000000000004,69.04,-0.579999999999998,13.64,24361.4220892625,-3.25,-60693.3100000001,-0.17,-55445.7700000003,5.40999999999997,-227.030000000001,1.62,-12.0699999999999,687.182404950843
824,Russian Federation,2014_to_2015,-23.5,512.100000000093,0.18,-351.790000000037,5.94999999999999,59.3900000000003,-0.710000000000001,0.669999999999959,1711.09323833941,-39.8500000000004,3176.02000000002,-0.289999999999999,1813.13000000012,3.46000000000004,69.04,-0.579999999999998,13.64,24361.4220892625
825,Russian Federation,2015_to_2016,154.76,-4556.75,0.0299999999999994,4126.79999999981,11.63,-220.48,1.2,22.6799999999999,-7394.25330746779,-23.5,512.100000000093,0.18,-351.790000000037,5.94999999999999,59.3900000000003,-0.710000000000001,0.669999999999959,1711.09323833941
826,Russian Federation,2016_to_2017,680.76,27875.55,0.360000000000001,57132.0600000001,5.50999999999999,-36.5200000000004,0,13.4200000000001,-33576.9786224156,154.76,-4556.75,0.0299999999999994,4126.79999999981,11.63,-220.48,1.2,22.6799999999999,-7394.25330746779
828,Slovakia,1993_to_1994,-7.74000000000001,-2605.5,-0.02,-2349.13,1.54,0.730000000000004,2.12,-2.89000000000001,-807.633821144926,-9.83999999999997,-2544.92,0.01,-3365.05,-1.56,-3.88,5.94,-5.47,-709.514193943276
829,Slovakia,1994_to_1995,1.57999999999998,443.690000000002,-0.0900000000000001,600.690000000002,0.440000000000001,3.69999999999999,1.59,-3.16999999999999,180.839701481636,-7.74000000000001,-2605.5,-0.02,-2349.13,1.54,0.730000000000004,2.12,-2.89000000000001,-807.633821144926
830,Slovakia,1995_to_1996,-3.33999999999997,-136.290000000001,-0.1,-112.700000000004,0.619999999999999,0.280000000000001,-1.92,-3.31,-247.790950858591,1.57999999999998,443.690000000002,-0.0900000000000001,600.690000000002,0.440000000000001,3.69999999999999,1.59,-3.16999999999999,180.839701481636
831,Slovakia,1996_to_1997,-7.92000000000002,127.559999999998,0,-58.9599999999991,-0.00999999999999979,0.180000000000007,-0.41,-0.859999999999999,697.651890027173,-3.33999999999997,-136.290000000001,-0.1,-112.700000000004,0.619999999999999,0.280000000000001,-1.92,-3.31,-247.790950858591
832,Slovakia,1997_to_1998,-2.46000000000001,-240.540000000001,-0.02,-605.07,-1.03,0.039999999999992,0.349999999999998,0.329999999999998,864.721247538775,-7.92000000000002,127.559999999998,0,-58.9599999999991,-0.00999999999999979,0.180000000000007,-0.41,-0.859999999999999,697.651890027173
833,Slovakia,1998_to_1999,-1.10999999999999,-872.529999999999,0.1,-1328.12,-1.47,-3.94999999999999,-0.73,-2.68000000000001,494.68903606465,-2.46000000000001,-240.540000000001,-0.02,-605.07,-1.03,0.039999999999992,0.349999999999998,0.329999999999998,864.721247538775
834,Slovakia,1999_to_2000,-9.36000000000001,-1911.48,-0.2,-1905.9,0.720000000000001,-2.10000000000001,-0.839999999999998,-6.5,198.815778091721,-1.10999999999999,-872.529999999999,0.1,-1328.12,-1.47,-3.94999999999999,-0.73,-2.68000000000001,494.68903606465
835,Slovakia,2000_to_2001,-4.81,2089.17000000001,-0.05,2272.61,0.9,0.980000000000004,0.0600000000000005,6.16,351.42895529715,-9.36000000000001,-1911.48,-0.2,-1905.9,0.720000000000001,-2.10000000000001,-0.839999999999998,-6.5,198.815778091721
836,Slovakia,2001_to_2002,-3.31999999999999,-1265.89,-0.09,-1367.96,-0.210000000000001,-6.12,0.939999999999998,-23.71,449.281325850734,-4.81,2089.17000000001,-0.05,2272.61,0.9,0.980000000000004,0.0600000000000005,6.16,351.42895529715
837,Slovakia,2002_to_2003,-5.53,325.669999999998,0.02,216.049999999996,-0.0500000000000007,-2.03999999999999,-5.12,2.70999999999999,544.971891787776,-3.31999999999999,-1265.89,-0.09,-1367.96,-0.210000000000001,-6.12,0.939999999999998,-23.71,449.281325850734
838,Slovakia,2003_to_2004,3.77000000000001,486.669999999998,-0.11,858.739999999998,0.800000000000001,-0.140000000000001,2,-8.8,75.9388907300308,-5.53,325.669999999998,0.02,216.049999999996,-0.0500000000000007,-2.03999999999999,-5.12,2.70999999999999,544.971891787776
839,Slovakia,2004_to_2005,1.40000000000001,-13.9000000000015,0.0399999999999999,0.640000000006694,-0.199999999999999,3.58999999999999,1.3,-7.03999999999999,836.589250526369,3.77000000000001,486.669999999998,-0.11,858.739999999998,0.800000000000001,-0.140000000000001,2,-8.8,75.9388907300308
840,Slovakia,2005_to_2006,-6.85000000000002,-223.559999999998,-0.16,-102.880000000005,0.75,-6.77,-0.44,-1.43000000000001,120.778882733997,1.40000000000001,-13.9000000000015,0.0399999999999999,0.640000000006694,-0.199999999999999,3.58999999999999,1.3,-7.03999999999999,836.589250526369
841,Slovakia,2006_to_2007,-2.41,-1592.18,0.16,-1751.41,-0.440000000000001,-0.549999999999997,1.95,-15.59,649.388198350691,-6.85000000000002,-223.559999999998,-0.16,-102.880000000005,0.75,-6.77,-0.44,-1.43000000000001,120.778882733997
842,Slovakia,2007_to_2008,3.01000000000002,408.059999999998,0.03,518.019999999997,-0.16,0.609999999999999,-1.86,-1.38,-2.10549445310244,-2.41,-1592.18,0.16,-1751.41,-0.440000000000001,-0.549999999999997,1.95,-15.59,649.388198350691
843,Slovakia,2008_to_2009,-9.88000000000002,-3748.1,0.02,-4281.67,-1.1,-9.62,2.97,-4.85,139.83173647185,3.01000000000002,408.059999999998,0.03,518.019999999997,-0.16,0.609999999999999,-1.86,-1.38,-2.10549445310244
844,Slovakia,2009_to_2010,3.77000000000001,768.150000000001,-0.11,751.82,-0.65,-1.97,2.73,4.99,38.1516965353294,-9.88000000000002,-3748.1,0.02,-4281.67,-1.1,-9.62,2.97,-4.85,139.83173647185
845,Slovakia,2010_to_2011,2.59,-411.270000000004,0.01,-701.529999999999,-1.21,-7.64999999999999,-4.36,-0.670000000000002,441.516434953777,3.77000000000001,768.150000000001,-0.11,751.82,-0.65,-1.97,2.73,4.99,38.1516965353294
846,Slovakia,2011_to_2012,-15.28,-2090.77,-0.03,-2518.19,-0.25,-2.2,1.09,-10.04,295.633102271691,2.59,-411.270000000004,0.01,-701.529999999999,-1.21,-7.64999999999999,-4.36,-0.670000000000002,441.516434953777
847,Slovakia,2012_to_2013,4.94999999999999,-443.340000000004,0.01,-330.169999999998,-0.0499999999999998,-2.16,2.99,-5.27,6.81235580511566,-15.28,-2090.77,-0.03,-2518.19,-0.25,-2.2,1.09,-10.04,295.633102271691
848,Slovakia,2013_to_2014,-10.5,-1923.34,-0.04,-2064.03,0.409999999999999,0.779999999999987,-1.3,-7.27,155.824858400159,4.94999999999999,-443.340000000004,0.01,-330.169999999998,-0.0499999999999998,-2.16,2.99,-5.27,6.81235580511566
849,Slovakia,2014_to_2015,7.57000000000002,829.739999999998,0.02,1039.05,-0.19,-1.98999999999999,-1.27,22.31,719.290373312524,-10.5,-1923.34,-0.04,-2064.03,0.409999999999999,0.779999999999987,-1.3,-7.27,155.824858400159
850,Slovakia,2015_to_2016,1.91999999999999,437.550000000003,-0.05,486.120000000003,0.24,-4.73,1.84,-40.52,-556.588432038865,7.57000000000002,829.739999999998,0.02,1039.05,-0.19,-1.98999999999999,-1.27,22.31,719.290373312524
851,Slovakia,2016_to_2017,1.49000000000001,1165.55,-0.02,1158.5,-0.380000000000001,-0.559999999999988,-0.419999999999998,1.61,251.703836009812,1.91999999999999,437.550000000003,-0.05,486.120000000003,0.24,-4.73,1.84,-40.52,-556.588432038865
853,Slovenia,1993_to_1994,-0.230000000000004,339.200000000001,0.29,389.289999999997,0.18,3.11,0.949999999999999,-6.45999999999998,71.7610816983506,-4.39,296.719999999999,-0.73,183.860000000001,-0.12,3.56,-2.32,-3.05000000000001,59.5523718918303
854,Slovenia,1994_to_1995,1.08,611.58,-0.42,689.66,0.16,-1.23999999999999,-1.18,-60.06,286.780673911209,-0.230000000000004,339.200000000001,0.29,389.289999999997,0.18,3.11,0.949999999999999,-6.45999999999998,71.7610816983506
855,Slovenia,1995_to_1996,-1.69,662.360000000001,-0.11,647.43,0.11,2.64999999999999,2.95,-8.47000000000001,144.062925909084,1.08,611.58,-0.42,689.66,0.16,-1.23999999999999,-1.18,-60.06,286.780673911209
856,Slovenia,1996_to_1997,0.620000000000005,328.309999999999,-0.02,366.050000000003,0.0499999999999998,-1.28,-4.66,3.5,202.320878688517,-1.69,662.360000000001,-0.11,647.43,0.11,2.64999999999999,2.95,-8.47000000000001,144.062925909084
857,Slovenia,1997_to_1998,2.08999999999999,-283.790000000001,-0.0299999999999999,-236.560000000001,0,-6.92,1.65,-9.25,168.28767774177,0.620000000000005,328.309999999999,-0.02,366.050000000003,0.0499999999999998,-1.28,-4.66,3.5,202.320878688517
858,Slovenia,1998_to_1999,0.100000000000009,-623.889999999999,-0.0800000000000001,-622.560000000001,-0.02,-6.73,3.09,-13.86,30.1702334100992,2.08999999999999,-283.790000000001,-0.0299999999999999,-236.560000000001,0,-6.92,1.65,-9.25,168.28767774177
859,Slovenia,1999_to_2000,3.73999999999999,107.66,-0.1,248.98,0.11,-0.559999999999995,-0.0700000000000003,-2.45999999999999,-392.033113580092,0.100000000000009,-623.889999999999,-0.0800000000000001,-622.560000000001,-0.02,-6.73,3.09,-13.86,30.1702334100992
860,Slovenia,2000_to_2001,-0.929999999999993,933.440000000001,-0.08,915.040000000001,-0.0399999999999996,-0.170000000000002,-1.9,-30.42,-7.76817195254807,3.73999999999999,107.66,-0.1,248.98,0.11,-0.559999999999995,-0.0700000000000003,-2.45999999999999,-392.033113580092
861,Slovenia,2001_to_2002,2.86999999999999,146.93,-0.0700000000000001,168.77,-0.24,-0.520000000000003,-3.55,-0.350000000000001,-470.173648487562,-0.929999999999993,933.440000000001,-0.08,915.040000000001,-0.0399999999999996,-0.170000000000002,-1.9,-30.42,-7.76817195254807
862,Slovenia,2002_to_2003,-1.53,-236.24,0.02,-277.310000000001,-0.1,-2.45,-1.29,-2.9,-145.470457050838,2.86999999999999,146.93,-0.0700000000000001,168.77,-0.24,-0.520000000000003,-3.55,-0.350000000000001,-470.173648487562
863,Slovenia,2003_to_2004,-2.05,361.999999999998,0.03,311.91,-0.0699999999999998,-1.52,5.41,-9.59,-647.687121109491,-1.53,-236.24,0.02,-277.310000000001,-0.1,-2.45,-1.29,-2.9,-145.470457050838
864,Slovenia,2004_to_2005,-1.03,297.09,-0.01,300.740000000002,0.00999999999999979,1.25,-3.92,-10.27,-627.371262871085,-2.05,361.999999999998,0.03,311.91,-0.0699999999999998,-1.52,5.41,-9.59,-647.687121109491
865,Slovenia,2005_to_2006,-2.14,194.41,-0.02,168.5,0.04,0.280000000000001,0.870000000000001,-23.01,-238.543605720364,-1.03,297.09,-0.01,300.740000000002,0.00999999999999979,1.25,-3.92,-10.27,-627.371262871085
866,Slovenia,2006_to_2007,1.05000000000001,138.470000000001,-0.03,164.029999999999,0.02,-1.95,-2.05,-2.11,-241.708302682469,-2.14,194.41,-0.02,168.5,0.04,0.280000000000001,0.870000000000001,-23.01,-238.543605720364
867,Slovenia,2007_to_2008,-4.84,939.009999999998,-0.03,725.18,-0.13,4.2,2.8,-2.36,-257.027299791765,1.05000000000001,138.470000000001,-0.03,164.029999999999,0.02,-1.95,-2.05,-2.11,-241.708302682469
868,Slovenia,2008_to_2009,-3.77000000000001,-1890.23,0.01,-1984.36,-0.02,-8.64,4.26,-2.14,-244.741324259736,-4.84,939.009999999998,-0.03,725.18,-0.13,4.2,2.8,-2.36,-257.027299791765
869,Slovenia,2009_to_2010,-1.25999999999999,46.6599999999999,-0.01,25.1200000000026,-0.0299999999999998,-1.24,-0.0799999999999983,-0.0899999999999999,-100.309301674257,-3.77000000000001,-1890.23,0.01,-1984.36,-0.02,-8.64,4.26,-2.14,-244.741324259736
870,Slovenia,2010_to_2011,-0.329999999999998,-16.1400000000012,0.01,10.3899999999994,0.0399999999999996,-0.989999999999995,-5.21,1,-74.5143679311968,-1.25999999999999,46.6599999999999,-0.01,25.1200000000026,-0.0299999999999998,-1.24,-0.0799999999999983,-0.0899999999999999,-100.309301674257
871,Slovenia,2011_to_2012,-1.84,-538.539999999999,0,-560.77,0.0100000000000002,-1.47000000000001,3.53,-0.59,42.5828223085919,-0.329999999999998,-16.1400000000012,0.01,10.3899999999994,0.0399999999999996,-0.989999999999995,-5.21,1,-74.5143679311968
872,Slovenia,2012_to_2013,-2.23,-632.85,-0.05,-697.200000000001,-0.1,-2.52,4.92,-1.06,-67.2607617941885,-1.84,-538.539999999999,0,-560.77,0.0100000000000002,-1.47000000000001,3.53,-0.59,42.5828223085919
873,Slovenia,2013_to_2014,-4.03999999999999,-1656.97,-0.01,-1732.63,0.0300000000000002,-4.63,6.08,-1.88,-253.031760184514,-2.23,-632.85,-0.05,-697.200000000001,-0.1,-2.52,4.92,-1.06,-67.2607617941885
874,Slovenia,2014_to_2015,2.27,85.6000000000004,-0.02,175.890000000003,0.0799999999999996,-3.72,-9.06,-2.26,448.712856526636,-4.03999999999999,-1656.97,-0.01,-1732.63,0.0300000000000002,-4.63,6.08,-1.88,-253.031760184514
875,Slovenia,2015_to_2016,1.52,799.119999999999,0,856.709999999999,0.02,0.880000000000003,1.69,-0.91,7.76614169485401,2.27,85.6000000000004,-0.02,175.890000000003,0.0799999999999996,-3.72,-9.06,-2.26,448.712856526636
876,Slovenia,2016_to_2017,-1.88,-151.91,0,-240.850000000002,-0.0799999999999996,-1.38,-3.5,0.18,197.485065863006,1.52,799.119999999999,0,856.709999999999,0.02,0.880000000000003,1.69,-0.91,7.76614169485401
878,Spain,1991_to_1992,28.1099999999999,8860.17000000001,-0.01,9749.53999999998,-1.65,40.79,-4.92,-23.2800000000002,4893.40245661576,-45.4299999999998,9739.45999999999,-0.02,7607.22999999998,-2.15000000000001,41.1800000000001,0.93,16.0300000000002,11099.4658181128
879,Spain,1992_to_1993,-5.12999999999988,-8618.01000000001,-0.03,-10521.01,-3.96,-44.4100000000001,3.26,-99.9299999999998,9125.7312697639,28.1099999999999,8860.17000000001,-0.01,9749.53999999998,-1.65,40.79,-4.92,-23.2800000000002,4893.40245661576
880,Spain,1993_to_1994,46.77,12466.21,-0.03,16725.64,5.34,31.6300000000001,1.63,-47.96,7229.52078860789,-5.12999999999988,-8618.01000000001,-0.03,-10521.01,-3.96,-44.4100000000001,3.26,-99.9299999999998,9125.7312697639
881,Spain,1994_to_1995,33.0799999999999,13755.33,0.0900000000000001,15956.52,-0.509999999999998,-23.9300000000001,-3.27,-142.47,12675.1104642011,46.77,12466.21,-0.03,16725.64,5.34,31.6300000000001,1.63,-47.96,7229.52078860789
882,Spain,1995_to_1996,71.1300000000001,-12621.39,-0.0800000000000001,-7683.72999999998,7.38,-11.79,8.77,-224.47,11384.2337707627,33.0799999999999,13755.33,0.0900000000000001,15956.52,-0.509999999999998,-23.9300000000001,-3.27,-142.47,12675.1104642011
883,Spain,1996_to_1997,33.6499999999999,12511.11,-0.1,14443.43,-1.3,-21.71,-4.34,60.8,3679.4400589866,71.1300000000001,-12621.39,-0.0800000000000001,-7683.72999999998,7.38,-11.79,8.77,-224.47,11384.2337707627
884,Spain,1997_to_1998,20.22,8715.14000000001,-0.04,10043.29,1.98,-17.46,-0.259999999999998,-126.92,13569.9698491681,33.6499999999999,12511.11,-0.1,14443.43,-1.3,-21.71,-4.34,60.8,3679.4400589866
885,Spain,1998_to_1999,44.52,23477.09,-0.02,27467.11,3.33999999999999,27.24,-5.52,15.5300000000002,12931.1843388099,20.22,8715.14000000001,-0.04,10043.29,1.98,-17.46,-0.259999999999998,-126.92,13569.9698491681
886,Spain,1999_to_2000,59.4400000000001,11768.38,-0.02,15604.78,3.33000000000001,32.5599999999999,2.75,-122.05,-9844.41425632569,44.52,23477.09,-0.02,27467.11,3.33999999999999,27.24,-5.52,15.5300000000002,12931.1843388099
887,Spain,2000_to_2001,15.8299999999999,1852.79000000004,0.05,-2196.35999999999,-3.34,-33.8799999999999,5.17,-62.8299999999999,-1898.72358372656,59.4400000000001,11768.38,-0.02,15604.78,3.33000000000001,32.5599999999999,2.75,-122.05,-9844.41425632569
888,Spain,2001_to_2002,5.77999999999997,20259.68,0.01,18327.09,-2.65000000000001,26.71,-6.9,142.8,8406.802956292,15.8299999999999,1852.79000000004,0.05,-2196.35999999999,-3.34,-33.8799999999999,5.17,-62.8299999999999,-1898.72358372656
889,Spain,2002_to_2003,16.77,4209.40999999997,0.01,7962.73000000004,4.08,3.51999999999998,6.93,-250.74,7086.88069786859,5.77999999999997,20259.68,0.01,18327.09,-2.65000000000001,26.71,-6.9,142.8,8406.802956292
890,Spain,2003_to_2004,-20.1599999999999,16896.65,0,15991.2,-2.45999999999999,18.9299999999998,-2.5,26.49,-4535.84121898649,16.77,4209.40999999997,0.01,7962.73000000004,4.08,3.51999999999998,6.93,-250.74,7086.88069786859
891,Spain,2004_to_2005,-38.1700000000001,15006.54,-0.03,14578.73,-2.42,-26.5999999999999,-2.24,-48.24,3291.66051263572,-20.1599999999999,16896.65,0,15991.2,-2.45999999999999,18.9299999999998,-2.5,26.49,-4535.84121898649
892,Spain,2005_to_2006,-28.0799999999999,-8913.52000000002,0,-7043.70000000001,-0.0300000000000011,-40.6500000000001,1.15,-132.44,-8840.95688538137,-38.1700000000001,15006.54,-0.03,14578.73,-2.42,-26.5999999999999,-2.24,-48.24,3291.66051263572
893,Spain,2006_to_2007,33.6499999999999,7854.10000000003,0.00999999999999995,10857.86,0.540000000000006,-9.26999999999998,1.43,-26.9200000000001,3418.57948688004,-28.0799999999999,-8913.52000000002,0,-7043.70000000001,-0.0300000000000011,-40.6500000000001,1.15,-132.44,-8840.95688538137
894,Spain,2007_to_2008,-59.4599999999998,-31808.49,-0.03,-34225.9,-6.36000000000001,-206.68,0.43,-664.29,-1405.33779298177,33.6499999999999,7854.10000000003,0.00999999999999995,10857.86,0.540000000000006,-9.26999999999998,1.43,-26.9200000000001,3418.57948688004
895,Spain,2008_to_2009,58.0899999999999,-39383.03,-0.06,-39602.73,-0.57,-120.93,5.26,-98.8,-3411.99407244194,-59.4599999999998,-31808.49,-0.03,-34225.9,-6.36000000000001,-206.68,0.43,-664.29,-1405.33779298177
896,Spain,2009_to_2010,-73.99,-13516.19,0.01,-14566.14,1.1,-75.48,7.2,-45.85,-3929.33751287725,58.0899999999999,-39383.03,-0.06,-39602.73,-0.57,-120.93,5.26,-98.8,-3411.99407244194
897,Spain,2010_to_2011,4.59999999999991,818.859999999986,-0.01,-628.02999999997,-3.27,-9.58000000000004,-3.15,35.22,4735.83076539409,-73.99,-13516.19,0.01,-14566.14,1.1,-75.48,7.2,-45.85,-3929.33751287725
898,Spain,2011_to_2012,-47.9199999999998,-5693.15999999997,-0.02,-7272.02000000002,-2.25,-55.9,-0.23,3.02999999999997,6344.99335141963,4.59999999999991,818.859999999986,-0.01,-628.02999999997,-3.27,-9.58000000000004,-3.15,35.22,4735.83076539409
899,Spain,2012_to_2013,-38.0800000000002,-26086.87,-0.04,-26265.64,2.38,-94.05,9.61,-65.81,-2375.00521536916,-47.9199999999998,-5693.15999999997,-0.02,-7272.02000000002,-2.25,-55.9,-0.23,3.02999999999997,6344.99335141963
900,Spain,2013_to_2014,-23.26,2336.38999999998,-0.03,2122.40000000002,2.19,-6.91000000000008,0.539999999999999,19.02,7007.98817866645,-38.0800000000002,-26086.87,-0.04,-26265.64,2.38,-94.05,9.61,-65.81,-2375.00521536916
901,Spain,2014_to_2015,51.26,16587.14,-0.02,11438.67,0.75,13.1700000000001,-5.23999999999999,17.33,14377.0180232995,-23.26,2336.38999999998,-0.03,2122.40000000002,2.19,-6.91000000000008,0.539999999999999,19.02,7007.98817866645
902,Spain,2015_to_2016,-1.57999999999993,-10927.79,0,-11363.91,-0.809999999999995,-42.34,3.57,-41.56,-1304.86401627021,51.26,16587.14,-0.02,11438.67,0.75,13.1700000000001,-5.23999999999999,17.33,14377.0180232995
903,Spain,2016_to_2017,17.4400000000001,13911.7,0.04,13407.91,2.12,2.66999999999996,-6.6,7.21000000000001,4821.4691455494,-1.57999999999993,-10927.79,0,-11363.91,-0.809999999999995,-42.34,3.57,-41.56,-1304.86401627021
905,Sweden,1991_to_1992,5.39999999999998,-255.730000000003,0,-457.869999999995,-0.510000000000002,-11.69,7.93,-6.74000000000001,1749.76802764942,-0.149999999999977,358.400000000001,-0.07,243.160000000003,-0.41,5.27999999999997,-6.65,-1.59999999999999,1805.68891206194
906,Sweden,1992_to_1993,-0.95999999999998,41.9599999999991,-0.01,306.160000000003,0.699999999999999,-11.64,0.489999999999995,-10.58,2149.80275076738,5.39999999999998,-255.730000000003,0,-457.869999999995,-0.510000000000002,-11.69,7.93,-6.74000000000001,1749.76802764942
907,Sweden,1993_to_1994,-2.47000000000003,2460.36,0,2512.36,0.109999999999999,4.13999999999999,-10.01,-1.31999999999999,1110.39795213111,-0.95999999999998,41.9599999999991,-0.01,306.160000000003,0.699999999999999,-11.64,0.489999999999995,-10.58,2149.80275076738
908,Sweden,1994_to_1995,-3.88999999999999,-587.599999999999,0.03,-668.260000000009,-0.41,-11.1,4.4,-11.25,2261.91074159391,-2.47000000000003,2460.36,0,2512.36,0.109999999999999,4.13999999999999,-10.01,-1.31999999999999,1110.39795213111
909,Sweden,1995_to_1996,0.349999999999966,3936.57,-0.07,3967.47,0.0400000000000027,-5.09999999999999,-9.1,-1.72,2025.25101028927,-3.88999999999999,-587.599999999999,0.03,-668.260000000009,-0.41,-11.1,4.4,-11.25,2261.91074159391
910,Sweden,1996_to_1997,-2.79999999999995,-5090.23,0.05,-5003.66,0.00999999999999801,-10.68,9.52,-8.99,2127.86869642846,0.349999999999966,3936.57,-0.07,3967.47,0.0400000000000027,-5.09999999999999,-9.1,-1.72,2025.25101028927
911,Sweden,1997_to_1998,-4.30000000000001,484.119999999995,-0.01,465.150000000009,0.130000000000003,-10.11,1.02,-3.26,2454.93711981534,-2.79999999999995,-5090.23,0.05,-5003.66,0.00999999999999801,-10.68,9.52,-8.99,2127.86869642846
912,Sweden,1998_to_1999,-7.99000000000001,-2876.50999999999,-0.05,-3094.83,-0.73,-7.5,-0.910000000000004,-10.03,2312.83696086057,-4.30000000000001,484.119999999995,-0.01,465.150000000009,0.130000000000003,-10.11,1.02,-3.26,2454.93711981534
